departamento,municipio,confianza,codigo_a,establecimiento_a,codigo_b,establecimiento_b,similitud_nombre,similitud_direccion,telefono_a,telefono_b,decision
BAJA VERAPAZ,PURULHA,alta,15-08-0006-46,"""INSTITUTO MIXTO PARTICULAR VERAPAZ""",15-08-2158-46,INSTITUTO MIXTO PARTICULAR VERAPAZ,97.14,100.0,35930539,35930539,revisar
BAJA VERAPAZ,SALAMA,alta,15-01-0153-46,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,15-01-2023-46,COLEGIO PARTICULAR MIXTO TEZULUTLAN,97.14,100.0,79400182,79400182,revisar
CIUDAD CAPITAL,ZONA 12,alta,00-12-0044-46,COLEGIO DE INFORMATICA IMB-PC NO. 2,00-12-0086-46,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,97.14,100.0,23043211,23043211,revisar
RETALHULEU,RETALHULEU,alta,11-01-0267-46,"COLEGIO EVANGÉLICO MIXTO ""SINAI"" II",11-01-0268-46,"COLEGIO EVANGÉLICO MIXTO ""SINAÍ"" II",97.14,100.0,77715340,77715340,revisar
HUEHUETENANGO,LA DEMOCRACIA,alta,13-12-0075-46,INSTITUTO PRIVADO MIXTO ESFUERZO,13-12-0086-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""",96.97,100.0,30193496,30193496,revisar
HUEHUETENANGO,LA DEMOCRACIA,alta,13-12-0086-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""",13-12-0097-46,INSTITUTO PRIVADO MIXTO ESFUERZO,96.97,100.0,30193496,30193496,revisar
SAN MARCOS,SAN MARCOS,alta,12-01-0114-46,COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC,12-01-0153-46,"COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACIÓN ""CETESC""",96.97,100.0,57784639,57784639,revisar
SAN MARCOS,EL TUMBADOR,alta,12-13-0095-46,"COLEGIO PRIVADO MIXTO ""IMPERIAL""",12-13-0100-46,"COLEGIO PRIVADO MIXTO ""IMPERIAL2",96.88,100.0,32419506,32419506,revisar
SAN MARCOS,EL TUMBADOR,alta,12-13-0100-46,"COLEGIO PRIVADO MIXTO ""IMPERIAL2",12-13-0109-46,"COLEGIO PRIVADO MIXTO ""IMPERIAL""",96.88,100.0,32419506,32419506,revisar
SAN MARCOS,SAN LORENZO,alta,12-29-0034-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,12-29-0052-46,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,96.83,100.0,49046271,49046271,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0053-46,INSTITUTO TECNOLOGIA Y CIENCIA,05-06-0054-46,INSTITUTO TECNOLOGÍA Y CIENCIA,96.67,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0053-46,INSTITUTO TECNOLOGIA Y CIENCIA,05-06-0130-46,INSTITUTO TECNOLOGÍA Y CIENCIA,96.67,92.45,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0080-46,INSTITUTO TECNOLOGIA Y CIENCIA,05-06-0082-46,INSTITUTO TECNOLOGÍA Y CIENCIA,96.67,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0080-46,INSTITUTO TECNOLOGIA Y CIENCIA,05-06-0100-46,INSTITUTO TECNOLOGÍA Y CIENCIA,96.67,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0080-46,INSTITUTO TECNOLOGIA Y CIENCIA,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,96.67,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0081-46,INSTITUTO TECNOLOGIA Y CIENCIA,05-06-0093-46,INSTITUTO TECNOLOGÍA Y CIENCIA,96.67,97.67,59304894,59304894,revisar
CIUDAD CAPITAL,ZONA 7,alta,00-07-9094-46,LICEO DE CIENCIA Y TECNOLOGÍA,00-07-9545-46,LICEO DE CIENCIA Y TECNOLOGIA,96.55,98.73,24321644,24321644,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0218-46,COLEGIO TECNOLOGICO DEL VALLE,13-01-0269-46,COLEGIO TECNOLÓGICO DEL VALLE,96.55,100.0,77252793,77252793,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-7729-46,LICEO CLASICO DE COMPUTACION,00-01-9849-46,LICEO CLASICO EN COMPUTACION,96.43,100.0,23041515,23041515,revisar
IZABAL,LIVINGSTON,alta,18-02-0108-46,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""",18-02-0316-46,"INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",96.43,100.0,79305829,79305829,revisar
IZABAL,LIVINGSTON,alta,18-02-0110-46,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""",18-02-0317-46,"INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",96.43,98.04,79305829,79305829,revisar
CHIQUIMULA,ESQUIPULAS,alta,20-07-0088-46,LICEO DE FORMACION INTEGRAL,20-07-0116-46,LICEO DE FORMACIÓN INTEGRAL,96.3,98.92,79433902,79433902,revisar
CHIQUIMULA,QUEZALTEPEQUE,alta,20-09-0041-46,LICEO TECNICO QUEZALTEPEQUE,20-09-0063-46,LICEO TÉCNICO QUEZALTEPEQUE,96.3,96.0,55101858,55101858,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-0433-46,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,00-01-0434-46,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,96.3,100.0,22383733,22383733,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-0542-46,LICEO DE COMPUTACIÓN C.S.S.,00-01-9452-46,LICEO DE COMPUTACION C.S.S.,96.3,100.0,22517771,22517771,revisar
GUATEMALA,PALENCIA,alta,01-05-0071-46,LICEO SAN FRANCISCO DE ASÍS,01-05-6543-46,LICEO SAN FRANCISCO DE ASIS,96.3,97.14,30624815,30624815,revisar
SUCHITEPEQUEZ,MAZATENANGO,alta,10-01-0245-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO NUEVO AMANECER CON VISION,10-01-0387-46,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO NUEVO AMANECER CON VISIÓN,96.25,100.0,55884849,55884849,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0106-46,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,01-16-9736-46,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,96.0,100.0,56985536,56985536,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0106-46,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,01-16-9738-46,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,96.0,100.0,56985536,56985536,revisar
SAN MARCOS,SAN LORENZO,alta,12-29-0036-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,12-29-0054-46,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,96.0,100.0,49046271,49046271,revisar
SAN MARCOS,SAN LORENZO,alta,12-29-0037-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,12-29-0054-46,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,96.0,100.0,49046271,49046271,revisar
CHIMALTENANGO,PATZUN,alta,04-07-2540-46,"INSTITUTO PREVOCACIONAL MIXTO ""SAN BERNARDINO""",04-07-3183-46,INSTITUTO PREVOCACIONAL MIXTO 'SAN BERNARDINO',95.65,100.0,78398044,78398044,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-0600-46,LICEO TÉCNICO COMERCIAL,00-01-7221-46,LICEO TECNICO COMERCIAL,95.65,96.97,22329118,22329118,revisar
CIUDAD CAPITAL,ZONA 12,alta,00-12-8220-46,COLEGIO DE INFORMATICA IMB-PC NO.2,00-12-8422-46,COLEGIO DE INFORMATICA IMB-PC NO. 2,95.65,100.0,23043211,23043211,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0070-46,COLEGIO TECNOLOGICO EN INFORMATICA MILJU-NET,05-06-0107-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,95.45,88.89,55544708,55544708,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0129-46,"CENTRO EDUCATIVO "" EL PROGRESO""",01-03-0132-46,"CENTRO EDUCATIVO "" EL PROGRESO """,95.24,100.0,66348335,66348335,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0132-46,"CENTRO EDUCATIVO "" EL PROGRESO """,01-03-0133-46,"CENTRO EDUCATIVO "" EL PROGRESO""",95.24,100.0,66348335,66348335,revisar
IZABAL,MORALES,alta,18-04-0174-46,LICEO ALVAREZ OVALLE,18-04-0228-46,"LICEO ""ALVAREZ OVALLE""",95.24,97.14,42601313,42601313,revisar
EL PROGRESO,SANSARE,alta,02-06-0020-46,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,02-06-0022-46,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,95.0,100.0,79243482,79243482,revisar
EL PROGRESO,SANSARE,alta,02-06-0021-46,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,02-06-0022-46,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,95.0,100.0,79243482,79243482,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0045-46,LICEO MIXTO SAN JOSE,05-02-0072-46,LICEO MIXTO SAN JOSÉ,95.0,97.67,78825138,78825138,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0327-46,"CENTRO EDUCATIVO ""JOSE MILLA Y VIDAURRE""",01-15-8132-46,CENTRO EDUCATIVO 'JOSE MILLA Y VIDAURRE',95.0,100.0,66364010,66364010,revisar
JALAPA,JALAPA,alta,21-01-0359-46,"COLEGIO PARTICULAR MIXTO ""LICEO JALAPA""",21-01-1456-46,COLEGIO PARTICULAR MIXTO 'LICEO JALAPA',94.87,97.2,79220013,79220013,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-7111-46,"COLEGIO EVANGÉLICO PARA ADULTOS GUATEMALTECOS ""EL SHADDAI""",13-01-7133-46,COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS 'EL SHADDAI',94.83,100.0,77643534,77643534,revisar
SAN MARCOS,COMITANCILLO,alta,12-04-0219-46,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""",12-04-0229-46,"COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",94.66,100.0,57835932,57835932,revisar
HUEHUETENANGO,SAN ANTONIO HUISTA,alta,13-24-0036-46,"INSTITUTO NORMAL MIXTO PRIVADO ""JUAN JOSÉ ARÉVALO BERMEJO""",13-24-0037-46,"INSTITUTO NORMAL PRIVADO ""JUAN JOSÉ ARÉVALO BERMEJO""",94.55,100.0,77921730,77921730,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-7597-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.,00-01-9258-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED,94.51,100.0,22325857,22325857,revisar
ESCUINTLA,ESCUINTLA,alta,05-01-0274-46,LICEO EDUCATIVO TECNICO EVANGELICO,05-01-0303-46,LICEO EDUCATIVO TÉCNICO EVANGÉLICO,94.12,95.83,78899679,78899679,revisar
GUATEMALA,MIXCO,alta,01-08-1004-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3 J. N.,01-08-1726-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3,93.88,90.74,41326504,41326504,revisar
SAN MARCOS,NUEVO PROGRESO,alta,12-12-0055-46,"LICEO ""SAN JOSÉ""",12-12-0072-46,"LICEO ""SAN JOSE""",93.75,100.0,77629592,77629592,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,alta,03-01-0091-46,INSTITUTO TECNICO EMPRESARIAL,03-01-0127-46,INSTITUTO TECNOLOGICO EMPRESARIAL,93.55,100.0,78326854,78326854,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,alta,03-01-0129-46,INSTITUTO TECNOLOGICO EMPRESARIAL,03-01-1121-46,INSTITUTO TECNICO EMPRESARIAL,93.55,93.62,78326854,78326854,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,alta,03-01-0167-46,INSTITUTO TECNOLOGICO EMPRESARIAL,03-01-1121-46,INSTITUTO TECNICO EMPRESARIAL,93.55,93.62,78326854,78326854,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-0587-46,"CENTRO EDUCATIVO ""MONTENEVADO""",00-01-8845-46,CENTRO EDUCATIVO 'MONTENEVADO',93.33,96.3,48610615,48610615,revisar
GUATEMALA,AMATITLAN,alta,01-14-0141-46,"LICEO MIXTO CRISTIANO ""JIREH""",01-14-8051-46,LICEO MIXTO CRISTIANO 'JIREH',93.1,100.0,66690302,66690302,revisar
CIUDAD CAPITAL,ZONA 1,alta,00-01-0465-46,COLEGIO VALVERDE NO. 2,00-01-9780-46,COLEGIO VALVERDE NO.2,93.02,100.0,22093200,22093200,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0153-46,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,01-10-0200-46,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,92.86,97.73,55161162,55161162,revisar
ESCUINTLA,IZTAPA,alta,05-10-0019-46,CENTRO EDUCATIVO JOSE MARTI,05-10-0025-46,CENTRO EDUCATIVO JOSÉ MARTÍ,92.59,100.0,78674140,78674140,revisar
ESCUINTLA,IZTAPA,alta,05-10-0019-46,CENTRO EDUCATIVO JOSE MARTI,05-10-0032-46,CENTRO EDUCATIVO JOSÉ MARTÍ,92.59,97.78,78674140,78674140,revisar
ESCUINTLA,IZTAPA,alta,05-10-0020-46,CENTRO EDUCATIVO JOSE MARTI,05-10-0033-46,CENTRO EDUCATIVO JOSÉ MARTÍ,92.59,97.78,78674140,78674140,revisar
HUEHUETENANGO,UNION CANTINIL,alta,13-32-0050-46,COLEGIO PARROQUIAL MONSEÑOR ANDRÉS GIRÓN,13-32-7023-46,COLEGIO PARROQUIAL MONSE%OR ANDRES GIRON,92.5,100.0,50579713,50579713,revisar
GUATEMALA,AMATITLAN,alta,01-14-0070-46,LICEO CRISTIANO ANTIOQUIA,01-14-3055-46,"LICEO CRISTIANO ""ANTIOQUÍA""",92.31,91.67,66331286,66331286,revisar
SANTA ROSA,CHIQUIMULILLA,alta,06-08-0089-46,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,06-08-2040-46,COLEGIO TECNICO DE COMPUTACION 'C.T.S.',92.11,100.0,78851522,78851522,revisar
PETEN,LAS CRUCES,alta,17-13-0126-46,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,17-13-0129-46,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO- GEDIMA,91.84,100.0,45287229,45287229,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-9036-46,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL (MADUREZ),01-10-9037-46,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL,91.23,100.0,55137300,55137300,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0320-46,"COLEGIO PARTICULAR MIXTO ""MATÍAS DE GÁLVEZ""",18-01-3245-46,COLEGIO PARTICULAR MIXTO 'MATIAS DE GALVEZ',90.7,92.31,56142325,56142325,revisar
BAJA VERAPAZ,PURULHA,alta,15-08-0171-46,COLEGIO PARTICULAR MIXTO PURULHA PROFA. MARIA ZOE LOPEZ,15-08-0173-46,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,90.27,100.0,54269657,54269657,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0199-46,COLEGIO PRIVADO MIXTO EL DIVINO MAESTRO,13-01-0243-46,"COLEGIO PRIVADO MIXTO ""EL DIVINO MAESTRO""",90.0,100.0,50486759,50486759,revisar
ALTA VERAPAZ,CHAHAL,media,16-14-0115-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,16-14-0116-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,59100872,32140875,revisar
ALTA VERAPAZ,CHISEC,media,16-13-0225-46,LICEO MIXTO EN COMPUTACION DEL NORTE,16-13-0226-46,LICEO MIXTO EN COMPUTACION DEL NORTE,100.0,100.0,31539323,56626889,revisar
ALTA VERAPAZ,COBAN,media,16-01-0481-46,LICEO AMERICANO DEL NORTE,16-01-0664-46,LICEO AMERICANO DEL NORTE,100.0,82.61,79514754,79514754,revisar
ALTA VERAPAZ,COBAN,media,16-01-0926-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,16-01-0927-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,87.5,33622052,33622052,revisar
ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,media,16-03-0076-46,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,16-03-0082-46,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,100.0,96.47,44848051,59070869,revisar
ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,media,16-03-0077-46,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,16-03-0083-46,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,100.0,96.47,41705134,59070869,revisar
ALTA VERAPAZ,SAN PEDRO CARCHA,media,16-09-0748-46,LICEO INTERCULTURAL VERAPACENSE,16-09-0760-46,LICEO INTERCULTURAL VERAPACENSE,100.0,100.0,77250339,45971582,revisar
ALTA VERAPAZ,SAN PEDRO CARCHA,media,16-09-0945-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,16-09-0946-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,40747226,56965023,revisar
ALTA VERAPAZ,TACTIC,media,16-04-0072-46,COLEGIO PRIVADO MIXTO LA ENSEÑANZA,16-04-0078-46,COLEGIO PRIVADO MIXTO LA ENSEÑANZA,100.0,67.74,79539069,79539069,revisar
BAJA VERAPAZ,GRANADOS,media,15-05-0041-46,LICEO AMANECER EN VICTORIA,15-05-0042-46,LICEO AMANECER EN VICTORIA,100.0,100.0,79400043,30990625,revisar
BAJA VERAPAZ,RABINAL,media,15-03-0088-46,COLEGIO PARTICULAR MIXTO VIDA NUEVA,15-03-2053-46,COLEGIO PARTICULAR MIXTO VIDA NUEVA,100.0,100.0,58408911,,revisar
BAJA VERAPAZ,SALAMA,media,15-01-0102-46,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,15-01-2164-46,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,100.0,60.61,79540899,79540899,revisar
BAJA VERAPAZ,SALAMA,media,15-01-0125-46,CENTRO EDUCATIVO VERAPAZ DEL SUR,15-01-0135-46,CENTRO EDUCATIVO VERAPAZ DEL SUR,100.0,100.0,79545059,79400550,revisar
BAJA VERAPAZ,SAN JERONIMO,media,15-07-0033-46,COLEGIO PARTICULAR MIXTO SAN JERONIMO,15-07-0034-46,COLEGIO PARTICULAR MIXTO SAN JERONIMO,100.0,100.0,45944665,51996477,revisar
BAJA VERAPAZ,SAN MIGUEL CHICAJ,media,15-02-0119-46,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,15-02-0120-46,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,100.0,85.0,42559525,42559525,revisar
BAJA VERAPAZ,SAN MIGUEL CHICAJ,media,15-02-0121-46,CENTRO EDUCATIVO TECNOLÓGICO EL NAZARENO,15-02-0122-46,CENTRO EDUCATIVO TECNOLÓGICO EL NAZARENO,100.0,100.0,56929179,41078285,revisar
CHIMALTENANGO,CHIMALTENANGO,media,04-01-0129-46,INSTITUTO EVANGÉLICO AMÉRICA LATINA,04-01-3173-46,INSTITUTO EVANGÉLICO AMÉRICA LATINA,100.0,100.0,78391447,77282600,revisar
CHIMALTENANGO,CHIMALTENANGO,media,04-01-0141-46,COLEGIO BLESS,04-01-0197-46,COLEGIO BLESS,100.0,100.0,78739432-79649696,78739432,revisar
CHIMALTENANGO,CHIMALTENANGO,media,04-01-2767-46,COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION,04-01-2811-46,COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION,100.0,100.0,78394756,78396454,revisar
CHIMALTENANGO,SAN ANDRES ITZAPA,media,04-13-0016-46,LICEO CAMPO ALEGRE,04-13-3232-46,LICEO CAMPO ALEGRE,100.0,96.43,51018627,52709821,revisar
CHIMALTENANGO,SAN ANDRES ITZAPA,media,04-13-0016-46,LICEO CAMPO ALEGRE,04-13-3233-46,LICEO CAMPO ALEGRE,100.0,96.43,51018627,78494515,revisar
CHIMALTENANGO,SAN ANDRES ITZAPA,media,04-13-0017-46,COLEGIO PRIVADO MIXTO SAN ANDRES,04-13-0022-46,COLEGIO PRIVADO MIXTO SAN ANDRES,100.0,94.44,78495777,55144357,revisar
CHIMALTENANGO,SAN ANDRES ITZAPA,media,04-13-3232-46,LICEO CAMPO ALEGRE,04-13-3233-46,LICEO CAMPO ALEGRE,100.0,100.0,52709821,78494515,revisar
CHIMALTENANGO,SAN JOSE POAQUIL,media,04-02-0009-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""POAQUIL""",04-02-0010-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""POAQUIL""",100.0,97.78,40338645,,revisar
CHIMALTENANGO,SAN JUAN COMALAPA,media,04-04-0029-46,CENTRO EDUCATIVO FORMACION Y CIENCIA,04-04-3227-46,CENTRO EDUCATIVO FORMACION Y CIENCIA,100.0,98.8,47002395,54424207,revisar
CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,media,04-03-0204-46,"LICEO CRISTIANO ""JERUSALEN""",04-03-3046-46,"LICEO CRISTIANO ""JERUSALEN""",100.0,22.73,78448635,78448635,revisar
CHIMALTENANGO,SANTA APOLONIA,media,04-05-0017-46,"LICEO TECNOLÓGICO BILINGÜE ""EL ROBLE""",04-05-0021-46,"LICEO TECNOLÓGICO BILINGÜE ""EL ROBLE""",100.0,100.0,33624194,32862605,revisar
CHIMALTENANGO,TECPAN GUATEMALA,media,04-06-0636-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,04-06-2678-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,100.0,100.0,78403792,52997881,revisar
CHIMALTENANGO,TECPAN GUATEMALA,media,04-06-3151-46,COLEGIO EVANGELICO ISRAEL,04-06-3152-46,COLEGIO EVANGELICO ISRAEL,100.0,100.0,78403792,78404465,revisar
CHIMALTENANGO,ZARAGOZA,media,04-15-0042-46,LICEO CRISTIANO MONTE SIÓN,04-15-0043-46,LICEO CRISTIANO MONTE SIÓN,100.0,100.0,47028663,42256175,revisar
CHIQUIMULA,CHIQUIMULA,media,20-01-0119-46,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO,20-01-0182-46,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO,100.0,97.56,79492282,79626334,revisar
CHIQUIMULA,CHIQUIMULA,media,20-01-0174-46,COLEGIO SUPERIOR DE INFORMATICA HIGA,20-01-1613-46,COLEGIO SUPERIOR DE INFORMATICA HIGA,100.0,100.0,44043628,30631989,revisar
CHIQUIMULA,CHIQUIMULA,media,20-01-0183-46,COLEGIO PRIVADO MIXTO SABIDURIA,20-01-0184-46,COLEGIO PRIVADO MIXTO SABIDURIA,100.0,97.67,,,revisar
CHIQUIMULA,CHIQUIMULA,media,20-01-0194-46,COLEGIO SUPERIOR DE INFORMATICA HIGA,20-01-0197-46,COLEGIO SUPERIOR DE INFORMATICA HIGA,100.0,100.0,44043628,30631989,revisar
CHIQUIMULA,CHIQUIMULA,media,20-01-2349-46,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,20-01-2351-46,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,100.0,100.0,59352245-79438029,79438419,revisar
CHIQUIMULA,IPALA,media,20-11-0009-46,COLEGIO PRIVADO DE BACHILLERATO POR MADUREZ EMMANUEL,20-11-2086-46,COLEGIO PRIVADO DE BACHILLERATO POR MADUREZ EMMANUEL,100.0,100.0,46310501,46350501,revisar
CHIQUIMULA,JOCOTAN,media,20-04-0001-46,COLEGIO PRIVADO MIXTO POR MADUREZ VISION 2008,20-04-0104-46,COLEGIO PRIVADO MIXTO POR MADUREZ VISION 2008,100.0,100.0,30147664,79465220,revisar
CHIQUIMULA,JOCOTAN,media,20-04-0069-46,COLEGIO CENTRO CULTURAL CAMPO REAL,20-04-0134-46,COLEGIO CENTRO CULTURAL CAMPO REAL,100.0,100.0,76465604,79465751,revisar
CHIQUIMULA,JOCOTAN,media,20-04-0069-46,COLEGIO CENTRO CULTURAL CAMPO REAL,20-04-0135-46,COLEGIO CENTRO CULTURAL CAMPO REAL,100.0,100.0,76465604,79465751,revisar
CHIQUIMULA,QUEZALTEPEQUE,media,20-09-0037-46,COMPLEJO EDUCATIVO INTERCULTURAL,20-09-0038-46,COMPLEJO EDUCATIVO INTERCULTURAL,100.0,98.31,33721515,,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0187-46,ESCUELA TECNICA SUPERIOR ALINARI,00-01-0715-46,ESCUELA TECNICA SUPERIOR ALINARI,100.0,100.0,22204274,22067425,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0254-46,"COLEGIO MIXTO ""INDO LATINO""",00-01-8599-46,"COLEGIO MIXTO ""INDO LATINO""",100.0,80.0,22380338,22380338,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0298-46,"INSTITUTO MIXTO DE COMPUTACION ""LEONARDO DE PISA""",00-01-0299-46,"INSTITUTO MIXTO DE COMPUTACION ""LEONARDO DE PISA""",100.0,100.0,,,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0398-46,COLEGIO TECNOLOGICO LA MISION,00-01-0399-46,COLEGIO TECNOLOGICO LA MISION,100.0,100.0,55336447,22323407,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0440-46,LICEO MULTICULTURAL GUATEMALTECO,00-01-0441-46,LICEO MULTICULTURAL GUATEMALTECO,100.0,100.0,22383733,22530315,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0450-46,LICEO PROFESIONAL SANTANDER,00-01-0451-46,LICEO PROFESIONAL SANTANDER,100.0,60.61,58166416,58166416,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0482-46,CENTRO EDUCATIVO MIXTO MONTENEVADO,00-01-9116-46,CENTRO EDUCATIVO MIXTO MONTENEVADO,100.0,96.97,22381293,48610615,revisar
CIUDAD CAPITAL,ZONA 1,media,00-01-0531-46,LICEO HISPANOAMERICANO NO. 3,00-01-0532-46,LICEO HISPANOAMERICANO NO. 3,100.0,33.33,22518774,22518774,revisar
